title_id	ordering	name_id	job_category	job
tt0095661	9	nm0785381	cinematographer	\N
tt0095671	10	nm0098456	production_designer	\N
tt0095671	1	nm0252655	actor	\N
tt0095671	2	nm0097427	actor	\N
tt0095671	3	nm0643505	actress	\N
tt0095671	4	nm0761119	actress	\N
tt0095671	5	nm0840779	director	\N
tt0095671	6	nm0874096	writer	story
tt0095671	7	nm0557579	composer	\N
tt0095671	8	nm0840757	cinematographer	\N
tt0095671	9	nm0297015	editor	\N
tt0095672	10	nm0616311	composer	\N
tt0095672	1	nm0248364	actor	\N
tt0095672	2	nm0761709	actress	\N
tt0095672	3	nm0544330	actress	\N
tt0095672	4	nm0599640	actor	\N
tt0095672	5	nm0305869	director	\N
tt0095672	6	nm0044156	writer	\N
tt0095672	7	nm0400152	producer	producer
tt0095672	8	nm0554880	producer	producer
tt0095672	9	nm0874096	producer	producer
tt0095673	10	nm0087261	production_designer	\N
tt0095673	1	nm0616385	actor	\N
tt0095673	2	nm0297764	actress	\N
tt0095673	3	nm0180580	actor	\N
tt0095673	4	nm0303574	actress	\N
tt0095673	5	nm0379449	director	\N
tt0095673	6	nm0874096	writer	written by
tt0095673	7	nm0005970	composer	\N
tt0095673	8	nm0037268	cinematographer	\N
tt0095673	9	nm0297015	editor	\N
tt0095674	10	nm0872043	cinematographer	\N
tt0095674	1	nm0094625	actor	\N
tt0095674	2	nm0854007	actress	\N
tt0095674	3	nm0273178	actor	\N
tt0095674	4	nm0064189	actor	\N
tt0095674	5	nm0002797	director	\N
tt0095674	6	nm0034999	writer	\N
tt0095674	7	nm0874096	producer	producer
tt0095674	8	nm0299768	composer	\N
tt0095674	9	nm0579166	composer	\N
tt0095745	1	nm3625270	actress	\N
tt0095745	2	nm0520416	actor	\N
tt0095745	3	nm0102118	actor	\N
tt0095745	4	nm0035650	actress	\N
tt0095745	5	nm0035784	director	\N
tt0095745	6	nm0607649	composer	\N
tt0095745	7	nm0900768	cinematographer	\N
tt0095761	10	nm0154093	cinematographer	\N
tt0095761	1	nm0707466	actor	\N
tt0095761	2	nm0603402	actress	\N
tt0095761	3	nm0785264	actress	\N
tt0095761	4	nm0812556	actress	\N
tt0095761	5	nm0675422	director	\N
tt0095761	6	nm0106924	writer	\N
tt0095761	7	nm0207076	writer	\N
tt0095761	8	nm0686329	producer	producer
tt0095761	9	nm10695558	producer	producer
tt0095783	10	nm0662491	editor	\N
tt0095783	1	nm0000642	actress	\N
tt0095783	2	nm0413195	actor	\N
tt0095783	3	nm0420143	actor	\N
tt0095783	4	nm0954865	actor	\N
tt0095783	5	nm0064593	director	\N
tt0095783	6	nm0443572	writer	writer
tt0095783	7	nm0597309	producer	producer
tt0095783	8	nm0916276	composer	\N
tt0095783	9	nm0205175	cinematographer	\N
tt0095831	10	nm0846120	cinematographer	\N
tt0095831	1	nm0248408	actor	\N
tt0095831	2	nm0079529	actor	\N
tt0095831	3	nm0119655	actress	\N
tt0095831	4	nm0167952	actor	\N
tt0095831	5	nm0803112	director	\N
tt0095831	6	nm0119653	writer	\N
tt0095831	7	nm2641916	composer	\N
tt0095831	8	nm14975553	composer	\N
tt0095831	9	nm0284648	cinematographer	\N
tt0095840	10	nm0909079	editor	film editor
tt0095840	1	nm0734458	actor	\N
tt0095840	2	nm0234831	actress	\N
tt0095840	3	nm0191735	actor	\N
tt0095840	4	nm0138966	actress	\N
tt0095840	5	nm0709527	director	\N
tt0095840	6	nm0580726	producer	producer
tt0095840	7	nm0160614	producer	producer
tt0095840	8	nm0327714	composer	\N
tt0095840	9	nm0552274	cinematographer	director of photography
tt0095902	10	nm0731521	production_designer	\N
tt0095902	1	nm0061528	actor	\N
tt0095902	2	nm0170577	actor	\N
tt0095902	3	nm0337945	actress	\N
tt0095902	4	nm0508880	actor	\N
tt0095902	5	nm0514045	director	\N
tt0095902	6	nm1058829	producer	producer
tt0095902	7	nm0080288	composer	\N
tt0095902	8	nm0380689	cinematographer	\N
tt0095902	9	nm0073083	editor	\N
tt0096025	10	nm0375023	composer	\N
tt0096025	1	nm0887511	actress	\N
tt0096025	2	nm0210918	actor	\N
tt0096025	3	nm0508085	actor	\N
tt0096025	4	nm0932904	actress	\N
tt0096025	5	nm0225769	director	\N
tt0096025	6	nm0888713	writer	\N
tt0096025	7	nm0440413	producer	producer
tt0096025	8	nm0518429	producer	producer
tt0096025	9	nm0927862	producer	producer
tt0096035	10	nm2902383	composer	\N
tt0096035	1	nm0000959	actor	\N
tt0096035	2	nm0889250	actress	\N
tt0096035	3	nm2893206	actress	\N
tt0096035	4	nm0719484	actor	\N
tt0096035	5	nm0093271	director	\N
tt0096035	6	nm0456614	writer	story
tt0096035	7	nm0522160	producer	producer
tt0096035	8	nm0674109	producer	producer
tt0096035	9	nm2902831	composer	\N
tt0096038	10	nm1969550	actress	\N
tt0096038	1	nm0018852	actress	\N
tt0096038	2	nm0029553	actress	\N
tt0096038	3	nm0083152	actress	\N
tt0096038	4	nm1967918	actress	\N
tt0096038	5	nm0655230	director	\N
tt0096038	6	nm0031080	writer	\N
tt0096038	7	nm0104749	cinematographer	\N
tt0096038	8	nm0128880	actress	\N
tt0096038	9	nm0247624	actor	\N
tt0096075	10	nm0217709	actress	\N
tt0096075	1	nm0172662	actress	\N
tt0096075	2	nm0529095	actress	\N
tt0096075	3	nm0829384	actor	\N
tt0096075	4	nm0665856	actor	\N
tt0096075	5	nm0227661	director	\N
tt0096075	6	nm0395337	writer	\N
tt0096075	7	nm0579746	composer	\N
tt0096075	8	nm0720757	cinematographer	\N
tt0096075	9	nm0366573	actress	\N
tt0096090	10	nm5730572	actor	\N
tt0096090	1	nm0155546	actress	\N
tt0096090	2	nm0945189	actor	\N
tt0096090	3	nm0504908	actress	\N
tt0096090	4	nm0041249	actress	\N
tt0096090	5	nm0525475	director	\N
tt0096090	6	nm0482595	producer	producer
tt0096090	7	nm0687782	cinematographer	\N
tt0096090	8	nm1824193	actor	\N
tt0096090	9	nm3472206	actor	\N
tt0096107	1	nm0001425	director	\N
tt0096107	2	nm0726914	producer	line producer
tt0096107	3	nm0887376	producer	line producer
tt0096107	4	nm0678456	cinematographer	\N
tt0096107	5	nm0912027	editor	\N
tt0096135	10	nm0330061	production_designer	\N
tt0096135	1	nm6716762	actress	\N
tt0096135	2	nm0131472	actress	\N
tt0096135	3	nm0153289	actress	\N
tt0096135	4	nm6716760	actor	\N
tt0096135	5	nm0322560	director	\N
tt0096135	6	nm0533735	writer	writer
tt0096135	7	nm0564823	producer	producer
tt0096135	8	nm0006235	composer	\N
tt0096135	9	nm1848714	editor	\N
tt0096154	10	nm0005881	cinematographer	\N
tt0096154	1	nm0450116	actor	\N
tt0096154	2	nm0000481	actress	\N
tt0096154	3	nm0005162	actor	\N
tt0096154	4	nm0002663	actress	\N
tt0096154	5	nm0002793	director	\N
tt0096154	6	nm0396400	writer	written by
tt0096154	7	nm0506478	producer	producer
tt0096154	8	nm0004443	composer	\N
tt0096154	9	nm0001877	composer	\N
tt0096174	10	nm0412403	production_designer	\N
tt0096174	1	nm0816298	actress	\N
tt0096174	2	nm0491551	actor	\N
tt0096174	3	nm0471771	actor	\N
tt0096174	4	nm0001245	actress	\N
tt0096174	5	nm0470749	director	\N
tt0096174	6	nm0667724	writer	writer's collaborator
tt0096174	7	nm0214097	composer	\N
tt0096174	8	nm0707435	cinematographer	\N
tt0096174	9	nm0827876	editor	\N
tt0096177	10	nm0004582	composer	\N
tt0096177	1	nm0001263	actor	\N
tt0096177	2	nm0824763	actress	\N
tt0096177	3	nm0791156	actor	\N
tt0096177	4	nm0001200	actor	\N
tt0096177	5	nm0132490	director	\N
tt0096177	6	nm0661751	writer	\N
tt0096177	7	nm0845829	writer	\N
tt0096177	8	nm0959552	producer	producer
tt0096177	9	nm0830208	producer	producer
tt0096222	10	nm0155163	editor	\N
tt0096222	1	nm0510903	actor	\N
tt0096222	2	nm0156522	actress	\N
tt0096222	3	nm0156467	actor	\N
tt0096222	4	nm0628806	actor	\N
tt0096222	5	nm0160900	director	\N
tt0096222	6	nm0159052	writer	writer
tt0096222	7	nm0939147	producer	producer
tt0096222	8	nm2696407	composer	\N
tt0096222	9	nm0151870	cinematographer	\N
tt0096254	1	nm0057062	actor	\N
tt0096254	2	nm0486824	actress	\N
tt0096254	3	nm0000491	actor	\N
tt0096254	4	nm0851930	director	\N
tt0096254	5	nm0102074	composer	\N
tt0096254	6	nm0220865	cinematographer	\N
tt0096345	10	nm0456292	cinematographer	\N
tt0096345	1	nm0535421	actor	\N
tt0096345	2	nm0374610	actor	\N
tt0096345	3	nm0500529	actor	\N
tt0096345	4	nm0009436	actress	\N
tt0096345	5	nm0766649	director	\N
tt0096345	6	nm0439856	producer	producer
tt0096345	7	nm0618310	producer	producer
tt0096345	8	nm0941811	producer	producer
tt0096345	9	nm0108041	composer	\N
tt0096346	10	nm0405809	editor	\N
tt0096346	1	nm0182465	actor	\N
tt0096346	2	nm0351518	actor	\N
tt0096346	3	nm0777560	actress	\N
tt0096346	4	nm0871219	actress	\N
tt0096346	5	nm0936123	director	\N
tt0096346	6	nm1572419	writer	"story ""Der Webstuhl"""
tt0096346	7	nm0126646	producer	producer
tt0096346	8	nm0652310	composer	\N
tt0096346	9	nm0275818	cinematographer	\N
tt0096361	10	nm5934338	writer	english adaptation
tt0096361	1	nm0619179	actress	\N
tt0096361	2	nm0586528	actor	\N
tt0096361	3	nm0644527	actress	\N
tt0096361	4	nm0794211	actress	\N
tt0096361	5	nm0386185	director	\N
tt0096361	6	nm1684335	director	\N
tt0096361	7	nm0366625	writer	english adaptation
tt0096361	8	nm4054745	writer	\N
tt0096361	9	nm0469674	writer	english adaptation
tt0096362	10	nm5934338	writer	english adaptation
tt0096362	1	nm0619179	actress	\N
tt0096362	2	nm0586528	actor	\N
tt0096362	3	nm0644527	actress	\N
tt0096362	4	nm0794211	actress	\N
tt0096362	5	nm0386185	director	\N
tt0096362	6	nm1011775	director	\N
tt0096362	7	nm0366625	writer	english adaptation
tt0096362	8	nm4054745	writer	\N
tt0096362	9	nm0469674	writer	english adaptation
tt0096363	10	nm5934338	writer	english adaptation
tt0096363	1	nm0619179	actress	\N
tt0096363	2	nm0586528	actor	\N
tt0096363	3	nm0644527	actress	\N
tt0096363	4	nm0794211	actress	\N
tt0096363	5	nm0386185	director	\N
tt0096363	6	nm1011775	director	\N
tt0096363	7	nm0366625	writer	english adaptation
tt0096363	8	nm4054745	writer	\N
tt0096363	9	nm0469674	writer	english adaptation
tt0096397	10	nm4240629	actor	\N
tt0096397	1	nm0189943	actor	\N
tt0096397	2	nm0224026	actor	\N
tt0096397	3	nm0239824	actress	\N
tt0096397	4	nm0337945	actress	\N
tt0096397	5	nm0509136	director	\N
tt0096397	6	nm0392248	cinematographer	\N
tt0096397	7	nm8393091	production_designer	\N
tt0096397	8	nm0355219	production_designer	\N
tt0096397	9	nm0383533	actress	\N
tt0096405	10	nm0851320	cinematographer	\N
tt0096405	1	nm0703438	actress	\N
tt0096405	2	nm0654110	actor	\N
tt0096405	3	nm0000667	actor	\N
tt0096405	4	nm0452950	actress	\N
tt0096405	5	nm0452319	director	\N
tt0096405	6	nm0142179	writer	\N
tt0096405	7	nm0514264	producer	producer
tt0096405	8	nm0452317	composer	\N
tt0096405	9	nm0568580	composer	\N
tt0096469	10	nm0948192	editor	\N
tt0096469	1	nm0960013	actress	\N
tt0096469	2	nm0516240	actress	\N
tt0096469	3	nm0504908	actress	\N
tt0096469	4	nm5768023	actress	\N
tt0096469	5	nm0157392	director	\N
tt0096469	6	nm0477269	writer	screenplay
tt0096469	7	nm0943145	producer	producer
tt0096469	8	nm1385959	composer	\N
tt0096469	9	nm0156901	cinematographer	\N
tt0096500	1	nm0262253	actor	\N
tt0096500	2	nm0482261	actor	\N
tt0096500	3	nm0649121	actor	\N
tt0096500	4	nm3136120	actor	\N
tt0096500	5	nm3134982	director	\N
tt0096500	6	nm0560943	writer	short story
tt0096500	7	nm0689771	composer	\N
tt0096500	8	nm0636450	cinematographer	\N
tt0096500	9	nm3135666	editor	\N
tt0096513	10	nm0306473	composer	\N
tt0096513	1	nm0150894	actor	\N
tt0096513	2	nm0161275	actor	\N
tt0096513	3	nm0594226	actor	\N
tt0096513	4	nm0960013	actress	\N
tt0096513	5	nm1847973	writer	feature writer
tt0096513	6	nm0938944	writer	\N
tt0096513	7	nm3561144	producer	producer
tt0096513	8	nm3154386	producer	producer
tt0096513	9	nm0874676	producer	producer
tt0096749	10	nm0784780	production_designer	\N
tt0096749	1	nm0218844	actress	\N
tt0096749	2	nm0174223	actor	\N
tt0096749	3	nm0027559	actress	\N
tt0096749	4	nm5722884	actor	\N
tt0096749	5	nm0648839	director	\N
tt0096749	6	nm0816627	producer	producer
tt0096749	7	nm0006008	composer	\N
tt0096749	8	nm0016295	cinematographer	\N
tt0096749	9	nm0076004	cinematographer	\N
tt0096752	10	nm0097451	editor	\N
tt0096752	1	nm0778016	actress	\N
tt0096752	2	nm0356847	actor	\N
tt0096752	3	nm0778265	actress	\N
tt0096752	4	nm0226207	actor	\N
tt0096752	5	nm0335825	director	\N
tt0096752	6	nm0390066	producer	producer
tt0096752	7	nm0727237	producer	producer
tt0096752	8	nm0727238	producer	producer
tt0096752	9	nm0825255	cinematographer	\N
tt0096763	1	nm0648508	actress	\N
tt0096763	2	nm0852115	actress	\N
tt0096763	3	nm0128880	actress	\N
tt0096763	4	nm0000440	actress	\N
tt0096763	5	nm0068871	director	\N
tt0096763	6	nm0818881	writer	\N
tt0096763	7	nm0909145	actor	\N
tt0096763	8	nm0395121	actor	\N
tt0096763	9	nm0410010	actor	\N
tt0096767	10	nm0748854	composer	\N
tt0096767	1	nm0231120	actor	\N
tt0096767	2	nm0562927	actress	\N
tt0096767	3	nm0767227	actor	\N
tt0096767	4	nm0449044	actor	\N
tt0096767	5	nm0568797	director	\N
tt0096767	6	nm0038436	writer	\N
tt0096767	7	nm1185130	producer	producer
tt0096767	8	nm0634372	producer	producer
tt0096767	9	nm0107167	composer	\N
tt0096775	10	nm0122215	editor	\N
tt0096775	1	nm1948875	actor	\N
tt0096775	2	nm0025389	actor	\N
tt0096775	3	nm0025627	actor	\N
tt0096775	4	nm0044796	actor	\N
tt0096775	5	nm0122216	director	\N
tt0096775	6	nm0122217	director	\N
tt0096775	7	nm1668048	writer	story
tt0096775	8	nm3055266	composer	\N
tt0096775	9	nm1028136	cinematographer	\N
tt0096780	1	nm0257739	director	\N
tt0096780	2	nm0381047	composer	\N
tt0096780	3	nm0608232	cinematographer	\N
tt0096781	10	nm0071007	actor	\N
tt0096781	1	nm0768488	actor	\N
tt0096781	2	nm0912046	actor	\N
tt0096781	3	nm0413811	actor	\N
tt0096781	4	nm0298089	actor	\N
tt0096781	5	nm0452319	director	\N
tt0096781	6	nm0821262	writer	writer
tt0096781	7	nm0020029	composer	\N
tt0096781	8	nm1170300	editor	\N
tt0096781	9	nm0045661	actress	\N
tt0096786	10	nm0744802	editor	\N
tt0096786	1	nm0001821	actor	\N
tt0096786	2	nm0492342	actor	\N
tt0096786	3	nm0353448	actor	\N
tt0096786	4	nm0650969	actress	\N
tt0096786	5	nm0676248	director	\N
tt0096786	6	nm0308602	writer	screenplay
tt0096786	7	nm0389767	producer	producer
tt0096786	8	nm0006009	composer	\N
tt0096786	9	nm0004372	cinematographer	\N
tt0096797	1	nm0540977	actress	\N
tt0096797	2	nm0211922	actor	\N
tt0096797	3	nm0134520	actor	\N
tt0096797	4	nm0087749	actress	\N
tt0096797	5	nm0266735	director	\N
tt0096797	6	nm0129962	writer	\N
tt0096797	7	nm0769259	producer	producer
tt0096797	8	nm0785052	composer	\N
tt0096797	9	nm0080678	editor	\N
tt0096811	10	nm3985324	editor	\N
tt0096811	1	nm0874676	actor	\N
tt0096811	2	nm0910709	actress	\N
tt0096811	3	nm0939209	actor	\N
tt0096811	4	nm1036259	actor	\N
tt0096811	5	nm0620609	writer	writer
tt0096811	6	nm0482657	composer	\N
tt0096811	7	nm0155598	cinematographer	\N
tt0096811	8	nm3989549	editor	\N
tt0096811	9	nm0436343	editor	\N
tt0096817	1	nm0065352	actress	\N
tt0096817	2	nm0001836	actor	\N
tt0096817	3	nm0261493	actor	\N
tt0096817	4	nm0931015	actor	\N
tt0096817	5	nm0074213	director	\N
tt0096817	6	nm0691696	producer	producer
tt0096817	7	nm0749215	producer	producer
tt0096817	8	nm0006233	composer	\N
tt0096817	9	nm0532693	cinematographer	\N
tt0096825	1	nm0172662	actress	\N
tt0096825	2	nm0479728	actor	\N
tt0096825	3	nm0253489	actor	\N
tt0096825	4	nm0132018	actor	\N
tt0096825	5	nm0001090	director	\N
tt0096825	6	nm0139410	writer	\N
tt0096825	7	nm0236915	writer	\N
tt0096825	8	nm0598951	composer	\N
tt0096825	9	nm0833655	editor	\N
tt0096830	1	nm0951145	actor	\N
tt0096830	2	nm0757824	actor	\N
tt0096830	3	nm0959377	actress	\N
tt0096830	4	nm0289665	actor	\N
tt0096830	5	nm0844541	director	\N
tt0096830	6	nm1014200	writer	\N
tt0096830	7	nm0854222	composer	\N
tt0096830	8	nm0539770	cinematographer	\N
tt0096830	9	nm0708101	editor	\N
tt0096837	10	nm0005972	composer	\N
tt0096837	1	nm0706883	actor	\N
tt0096837	2	nm0001990	actress	\N
tt0096837	3	nm0346415	actor	\N
tt0096837	4	nm0075359	actor	\N
tt0096837	5	nm0381489	director	\N
tt0096837	6	nm2565655	writer	story
tt0096837	7	nm0669756	writer	story
tt0096837	8	nm0441859	writer	screenplay
tt0096837	9	nm0322220	producer	producer
tt0096838	1	nm0323203	actor	\N
tt0096838	2	nm0723204	actress	\N
tt0096838	3	nm0232746	actress	\N
tt0096838	4	nm0691316	actor	\N
tt0096838	5	nm0473957	director	\N
tt0096838	6	nm0470911	composer	\N
tt0096838	7	nm0770248	cinematographer	\N
tt0096845	10	nm0081236	editor	\N
tt0096845	1	nm0264270	actor	\N
tt0096845	2	nm0610008	actress	\N
tt0096845	3	nm1940897	actor	\N
tt0096845	4	nm11763727	actor	\N
tt0096845	5	nm0653073	director	\N
tt0096845	6	nm3569389	producer	producer
tt0096845	7	nm0577139	composer	\N
tt0096845	8	nm0279166	cinematographer	\N
tt0096845	9	nm0423989	cinematographer	\N
tt0096857	10	nm0495608	cinematographer	\N
tt0096857	1	nm0501602	actress	\N
tt0096857	2	nm0156228	actor	\N
tt0096857	3	nm0581832	actor	\N
tt0096857	4	nm0006573	actor	\N
tt0096857	5	nm0335133	director	\N
tt0096857	6	nm0144888	writer	\N
tt0096857	7	nm0213696	writer	\N
tt0096857	8	nm0200476	producer	producer
tt0096857	9	nm0006332	composer	\N
tt0096858	10	nm0487839	production_designer	\N
tt0096858	1	nm0033473	actress	\N
tt0096858	2	nm0407959	actor	\N
tt0096858	3	nm0903939	actress	\N
tt0096858	4	nm0665169	actor	\N
tt0096858	5	nm0876488	director	\N
tt0096858	6	nm0466614	writer	writer
tt0096858	7	nm0045110	composer	\N
tt0096858	8	nm0094088	cinematographer	\N
tt0096858	9	nm0527911	editor	\N
tt0096859	10	nm0006227	composer	\N
tt0096859	1	nm0814773	actor	\N
tt0096859	2	nm0000773	actress	\N
tt0096859	3	nm0019859	actress	\N
tt0096859	4	nm0013310	actor	\N
tt0096859	5	nm0148970	director	\N
tt0096859	6	nm0296658	writer	\N
tt0096859	7	nm0814242	writer	\N
tt0096859	8	nm0596942	writer	"based on the play ""L'avare"" by"
tt0096859	9	nm0541406	producer	producer
tt0096860	10	nm3231027	production_designer	\N
tt0096860	1	nm0531511	actor	\N
tt0096860	2	nm0812556	actress	\N
tt0096860	3	nm0163223	actor	\N
tt0096860	4	nm0799298	actor	\N
tt0096860	5	nm0163227	director	\N
tt0096860	6	nm0708084	writer	dialogue
tt0096860	7	nm0186664	composer	\N
tt0096860	8	nm0884841	cinematographer	\N
tt0096860	9	nm0505676	editor	\N
tt0096864	10	nm0006045	composer	\N
tt0096864	1	nm0000608	actor	\N
tt0096864	2	nm0436715	actress	\N
tt0096864	3	nm0001115	actor	\N
tt0096864	4	nm0000756	actress	\N
tt0096864	5	nm0923571	director	\N
tt0096864	6	nm0189610	writer	creator
tt0096864	7	nm0122900	writer	written by
tt0096864	8	nm0816348	producer	producer
tt0096864	9	nm0915940	producer	producer
tt0096871	10	nm0009600	composer	\N
tt0096871	1	nm0260434	actress	\N
tt0096871	2	nm0802488	actor	\N
tt0096871	3	nm0303145	actor	\N
tt0096871	4	nm0315136	actress	\N
tt0096871	5	nm0730156	director	\N
tt0096871	6	nm0191328	writer	\N
tt0096871	7	nm0539048	producer	producer
tt0096871	8	nm0812282	producer	producer
tt0096871	9	nm0954437	producer	producer
tt0096875	10	nm0005767	cinematographer	director of photography
tt0096875	1	nm0000454	actor	\N
tt0096875	2	nm0000149	actress	\N
tt0096875	3	nm0001777	actor	\N
tt0096875	4	nm0001637	actor	\N
tt0096875	5	nm0542928	writer	story
tt0096875	6	nm0054171	writer	screenplay
tt0096875	7	nm0163863	producer	producer
tt0096875	8	nm0667340	producer	producer
tt0096875	9	nm0811749	composer	\N
tt0096877	10	nm0739124	editor	\N
tt0096877	1	nm0001233	actor	\N
tt0096877	2	nm0001421	actor	\N
tt0096877	3	nm0721073	actor	\N
tt0096877	4	nm0002066	actor	\N
tt0096877	5	nm0001238	director	\N
tt0096877	6	nm0504243	writer	screenplay
tt0096877	7	nm0744555	writer	screenplay
tt0096877	8	nm0005953	composer	\N
tt0096877	9	nm0296217	cinematographer	\N
tt0096879	10	nm1376093	production_designer	co-production designer
tt0096879	1	nm0952498	actor	\N
tt0096879	2	nm0689307	actress	\N
tt0096879	3	nm0084402	actor	\N
tt0096879	4	nm0161568	actress	\N
tt0096879	5	nm0048060	director	\N
tt0096879	6	nm0520608	composer	\N
tt0096879	7	nm0811834	cinematographer	\N
tt0096879	8	nm0954729	editor	\N
tt0096879	9	nm2036825	production_designer	co-production designer
tt0096883	1	nm0004677	actor	\N
tt0096883	2	nm0051866	actress	\N
tt0096883	3	nm0079729	actor	\N
tt0096883	4	nm2460376	actor	\N
tt0096883	5	nm0885661	cinematographer	\N
tt0096883	6	nm0115379	editor	\N
tt0096899	10	nm0689741	production_designer	\N
tt0096899	1	nm0167962	actor	\N
tt0096899	2	nm0210763	actor	\N
tt0096899	3	nm0300239	actor	\N
tt0096899	4	nm1257269	actor	\N
tt0096899	5	nm0191183	director	\N
tt0096899	6	nm0226417	writer	\N
tt0096899	7	nm0054218	composer	\N
tt0096899	8	nm0596922	cinematographer	\N
tt0096899	9	nm0884925	editor	\N
tt0096910	1	nm0001012	actress	\N
tt0096910	2	nm0329746	actor	\N
tt0096910	3	nm0744103	actress	\N
tt0096910	4	nm0916830	archive_footage	\N
tt0096910	5	nm0421904	director	\N
tt0096910	6	nm0208086	writer	\N
tt0096910	7	nm0316251	writer	\N
tt0096910	8	nm0368159	cinematographer	\N
tt0096910	9	nm0687561	cinematographer	\N
tt0096937	10	nm0755666	cinematographer	\N
tt0096937	1	nm0947236	actor	\N
tt0096937	2	nm0958461	actress	\N
tt0096937	3	nm0759962	actor	\N
tt0096937	4	nm0492253	actor	\N
tt0096937	5	nm0631674	director	\N
tt0096937	6	nm0701090	writer	"novel ""Dubrovsky"""
tt0096937	7	nm0341936	writer	\N
tt0096937	8	nm0631662	writer	writer
tt0096937	9	nm0678157	composer	\N
tt0096954	10	nm0356546	editor	\N
tt0096954	1	nm0514181	actor	\N
tt0096954	2	nm0025177	actress	\N
tt0096954	3	nm0930786	actor	\N
tt0096954	4	nm0861013	actress	\N
tt0096954	5	nm0589893	director	\N
tt0096954	6	nm0107386	writer	screenplay
tt0096954	7	nm0642890	producer	producer
tt0096954	8	nm0006189	composer	\N
tt0096954	9	nm0831356	cinematographer	\N
tt0096975	1	nm0296962	director	\N
tt0096984	10	nm0841269	production_designer	\N
tt0096984	1	nm0096844	actor	\N
tt0096984	2	nm0955664	actor	\N
tt0096984	3	nm0873129	actor	\N
tt0096984	4	nm0663727	actor	\N
tt0096984	5	nm0451576	director	\N
tt0096984	6	nm0713678	writer	writer
tt0096984	7	nm0678157	composer	\N
tt0096984	8	nm0787614	cinematographer	\N
tt0096984	9	nm0412715	editor	\N
tt0096992	10	nm0468326	actor	\N
tt0096992	1	nm0739078	actor	\N
tt0096992	2	nm0748577	actor	\N
tt0096992	3	nm0875086	actress	\N
tt0096992	4	nm0055108	actor	\N
tt0096992	5	nm0644789	director	\N
tt0096992	6	nm0219231	composer	\N
tt0096992	7	nm6633896	cinematographer	\N
tt0096992	8	nm0412093	production_designer	\N
tt0096992	9	nm0791113	actress	\N
tt0096995	10	nm0585129	cinematographer	\N
tt0096995	1	nm0278752	actor	\N
tt0096995	2	nm0001550	actress	\N
tt0096995	3	nm0649957	actor	\N
tt0096995	4	nm1986110	actor	\N
tt0096995	5	nm0020610	director	\N
tt0096995	6	nm0059475	writer	\N
tt0096995	7	nm0172697	writer	novel
tt0096995	8	nm0829283	writer	\N
tt0096995	9	nm0110139	composer	\N
tt0097004	1	nm0503418	actress	\N
tt0097004	2	nm0192003	actor	\N
tt0097004	3	nm1489774	actress	\N
tt0097004	4	nm0167572	actress	\N
tt0097004	5	nm0031301	director	\N
tt0097004	6	nm0302340	producer	producer
tt0097004	7	nm0217137	composer	\N
tt0097004	8	nm0895772	cinematographer	director of photography
tt0097004	9	nm0540043	editor	\N
tt0097049	10	nm0270828	editor	\N
tt0097049	1	nm0451422	actor	\N
tt0097049	2	nm0272164	actress	\N
tt0097049	3	nm0592806	actor	\N
tt0097049	4	nm0535295	actor	\N
tt0097049	5	nm0301145	director	\N
tt0097049	6	nm0409092	writer	screenplay
tt0097049	7	nm0901702	writer	screenplay
tt0097049	8	nm0953693	composer	\N
tt0097049	9	nm0155989	cinematographer	\N
tt0097057	10	nm0712625	editor	\N
tt0097057	1	nm0035605	actor	\N
tt0097057	2	nm0147699	actor	\N
tt0097057	3	nm0188928	actress	\N
tt0097057	4	nm0242026	actress	\N
tt0097057	5	nm0848734	director	\N
tt0097057	6	nm3072333	writer	screenplay
tt0097057	7	nm0141572	producer	producer
tt0097057	8	nm0636608	composer	\N
tt0097057	9	nm0499589	cinematographer	\N
tt0097062	10	nm0059800	actor	\N
tt0097062	1	nm0238454	actress	\N
tt0097062	2	nm0008311	actor	\N
tt0097062	3	nm5734690	actor	\N
tt0097062	4	nm0953982	actor	\N
tt0097062	5	nm0813534	director	\N
tt0097062	6	nm0337369	composer	\N
tt0097062	7	nm0459532	cinematographer	\N
tt0097062	8	nm0310054	production_designer	\N
tt0097062	9	nm0767567	actress	\N
tt0097066	1	nm0809919	actress	\N
tt0097066	2	nm0751942	actor	\N
tt0097066	3	nm0416414	actor	\N
tt0097066	4	nm0777275	actress	\N
tt0097066	5	nm0678636	director	\N
tt0097066	6	nm0709978	editor	\N
tt0097079	10	nm0337742	editor	\N
tt0097079	1	nm0913993	actor	\N
tt0097079	2	nm0002032	actor	\N
tt0097079	3	nm0212939	actor	\N
tt0097079	4	nm0140351	actor	\N
tt0097079	5	nm0338369	director	\N
tt0097079	6	nm0131717	producer	producer
tt0097079	7	nm0388079	composer	\N
tt0097079	8	nm0514780	composer	\N
tt0097079	9	nm0588278	cinematographer	\N
tt0097106	10	nm0500984	actor	\N
tt0097106	1	nm0856778	actress	\N
tt0097106	2	nm0703364	actor	\N
tt0097106	3	nm0201151	actress	\N
tt0097106	4	nm0071744	actress	\N
tt0097106	5	nm0006445	director	\N
tt0097106	6	nm0617705	producer	producer
tt0097106	7	nm0656584	cinematographer	\N
tt0097106	8	nm0305324	editor	\N
tt0097106	9	nm0732231	actress	\N
tt0097111	10	nm0525189	cinematographer	\N
tt0097111	1	nm0142517	actor	\N
tt0097111	2	nm0944400	actor	\N
